7157,"""TP53"","
7124,"""TNF"","
348,"""APOE"","
3569,"""IL6"","
4524,"""MTHFR"","
7040,"""TGFB1"","
2099,"""ESR1"","
1636,"""ACE"","
3586,"""IL10"","
351,"""APP"","
3091,"""HIF1A"","
4318,"""MMP9"","
5243,"""ABCB1"","
9370,"""ADIPOQ"","
1401,"""CRP"","
627,"""BDNF"","
5743,"""PTGS2"","
7099,"""TLR4"","
6532,"""SLC6A4"","
3479,"""IGF1"","
2944,"""GSTM1"","
3952,"""LEP"","
4313,"""MMP2"","
5054,"""SERPINE1"","
1234,"""CCR5"","
2952,"""GSTT1"","
6347,"""CCL2"","
5444,"""PON1"","
2147,"""F2"","
4879,"""NPPB"","
2153,"""F5"","
1557,"""CYP2C19"","
406991,"""MIR21"","
3162,"""HMOX1"","
7450,"""VWF"","
185,"""AGTR1"","
4312,"""MMP1"","
3557,"""IL1RN"","
5879,"""RAC1"","
338,"""APOB"","
4000,"""LMNA"","
5663,"""PSEN1"","
929,"""CD14"","
4982,"""TNFRSF11B"","
387,"""RHOA"","
19,"""ABCA1"","
7276,"""TTR"","
1071,"""CETP"","
2152,"""F3"","
23435,"""TARDBP"","
1471,"""CST3"","
10135,"""NAMPT"","
4088,"""SMAD3"","
11093,"""ADAMTS13"","
1803,"""DPP4"","
5328,"""PLAU"","
2155,"""F7"","
1116,"""CHI3L1"","
7139,"""TNNT2"","
2784,"""GNB3"","
22943,"""DKK1"","
79001,"""VKORC1"","
4854,"""NOTCH3"","
5950,"""RBP4"","
2149,"""F2R"","
847,"""CAT"","
613,"""BCR"","
875,"""CBS"","
7018,"""TF"","
5562,"""PRKAA1"","
2243,"""FGA"","
4627,"""MYH9"","
2162,"""F13A1"","
7941,"""PLA2G7"","
1535,"""CYBA"","
1536,"""CYBB"","
4973,"""OLR1"","
2811,"""GP1BA"","
6720,"""SREBF1"","
1524,"""CX3CR1"","
301,"""ANXA1"","
3990,"""LIPC"","
5069,"""PAPPA"","
1361,"""CPB2"","
2717,"""GLA"","
5742,"""PTGS1"","
2160,"""F11"","
2643,"""GCH1"","
64805,"""P2RY12"","
8542,"""APOL1"","
6446,"""SGK1"","
186,"""AGTR2"","
4317,"""MMP8"","
25939,"""SAMHD1"","
406992,"""MIR210"","
1282,"""COL4A1"","
59,"""ACTA2"","
6653,"""SORL1"","
5664,"""PSEN2"","
721,"""C4B"","
