1,"""7157"","
2,"""7124"","
3,"""348"","
4,"""7422"","
5,"""3569"","
6,"""4524"","
7,"""7040"","
8,"""1636"","
9,"""3091"","
10,"""3123"","
11,"""4318"","
12,"""5243"","
13,"""9370"","
14,"""4790"","
15,"""1401"","
16,"""1029"","
17,"""5743"","
18,"""3553"","
19,"""7421"","
20,"""4846"","
21,"""7099"","
22,"""5468"","
23,"""6532"","
24,"""16846"","
25,"""999"","
26,"""3479"","
27,"""2944"","
28,"""21803"","
29,"""16193"","
30,"""3952"","
31,"""3458"","
32,"""4313"","
33,"""5054"","
34,"""6347"","
35,"""5444"","
36,"""4879"","
37,"""6647"","
38,"""2153"","
39,"""3119"","
40,"""6387"","
41,"""16835"","
42,"""1565"","
43,"""355"","
44,"""154"","
45,"""3383"","
46,"""406991"","
47,"""3162"","
48,"""24225"","
49,"""5970"","
50,"""6696"","
51,"""23411"","
52,"""18127"","
53,"""1432"","
54,"""183"","
55,"""7450"","
56,"""51738"","
57,"""3690"","
58,"""177"","
59,"""19225"","
60,"""4153"","
61,"""1906"","
62,"""16000"","
63,"""17395"","
64,"""185"","
65,"""4312"","
66,"""338"","
67,"""59086"","
68,"""19013"","
69,"""24494"","
70,"""3958"","
71,"""83785"","
72,"""3934"","
73,"""4843"","
74,"""4982"","
75,"""387"","
76,"""4023"","
77,"""24451"","
78,"""24599"","
79,"""1277"","
80,"""3356"","
81,"""24600"","
82,"""29527"","
83,"""18125"","
84,"""12801"","
85,"""81687"","
86,"""24498"","
87,"""5265"","
88,"""20750"","
89,"""2152"","
90,"""4314"","
91,"""4353"","
92,"""2321"","
93,"""1577"","
94,"""29560"","
95,"""406938"","
96,"""24482"","
97,"""3953"","
98,"""56729"","
99,"""24323"","
100,"""7132"","
101,"""13051"","
102,"""10891"","
103,"""29260"","
104,"""24185"","
105,"""8600"","
106,"""25608"","
107,"""8074"","
108,"""10135"","
109,"""7076"","
110,"""406947"","
111,"""959"","
112,"""1490"","
113,"""958"","
114,"""1191"","
115,"""83810"","
116,"""24598"","
117,"""24770"","
118,"""24392"","
119,"""255738"","
120,"""24179"","
121,"""17127"","
122,"""16476"","
123,"""81649"","
124,"""50689"","
125,"""81686"","
126,"""25664"","
127,"""12912"","
128,"""314322"","
129,"""7412"","
130,"""81736"","
131,"""116590"","
132,"""25325"","
133,"""5027"","
134,"""2022"","
135,"""20528"","
136,"""7139"","
137,"""4018"","
138,"""5806"","
139,"""3240"","
140,"""567"","
141,"""285"","
142,"""133"","
143,"""56718"","
144,"""59301"","
145,"""729230"","
146,"""11607"","
147,"""17390"","
148,"""6401"","
149,"""5950"","
150,"""9518"","
151,"""24180"","
152,"""6403"","
153,"""25464"","
154,"""652"","
155,"""25248"","
156,"""24329"","
157,"""153"","
158,"""345"","
159,"""24310"","
160,"""155"","
161,"""25149"","
162,"""7077"","
163,"""847"","
164,"""20656"","
165,"""1585"","
166,"""5327"","
167,"""3570"","
168,"""24617"","
169,"""4684"","
170,"""5228"","
171,"""4627"","
172,"""10631"","
173,"""7941"","
174,"""83619"","
175,"""24408"","
176,"""21813"","
177,"""4852"","
178,"""24604"","
179,"""1535"","
180,"""5617"","
181,"""4973"","
182,"""246253"","
183,"""3312"","
184,"""7056"","
185,"""309165"","
186,"""24330"","
187,"""2876"","
188,"""5770"","
189,"""25293"","
190,"""310738"","
191,"""246097"","
192,"""1030"","
193,"""81648"","
194,"""1113"","
195,"""16591"","
196,"""11606"","
197,"""59272"","
198,"""3290"","
199,"""50507"","
200,"""2194"","
201,"""24786"","
202,"""24182"","
203,"""249"","
204,"""4878"","
205,"""117273"","
206,"""1361"","
207,"""24680"","
208,"""50592"","
209,"""100"","
210,"""2167"","
211,"""659"","
212,"""25139"","
213,"""24176"","
214,"""4306"","
215,"""406913"","
216,"""655"","
217,"""8862"","
218,"""63873"","
219,"""3159"","
220,"""116554"","
221,"""170538"","
222,"""230899"","
223,"""21825"","
224,"""2740"","
225,"""2678"","
226,"""25589"","
227,"""11609"","
228,"""19224"","
229,"""24221"","
230,"""25747"","
231,"""25054"","
232,"""2643"","
233,"""24807"","
234,"""13819"","
235,"""966"","
236,"""8542"","
237,"""6446"","
238,"""186"","
239,"""50929"","
240,"""50672"","
241,"""3572"","
242,"""1910"","
243,"""363875"","
244,"""24473"","
245,"""29340"","
246,"""16438"","
247,"""2246"","
248,"""26762"","
249,"""64032"","
250,"""9173"","
251,"""25601"","
252,"""624"","
253,"""25240"","
254,"""5144"","
255,"""25614"","
256,"""4317"","
257,"""1072"","
258,"""1558"","
259,"""29184"","
260,"""16956"","
261,"""25353"","
262,"""81780"","
263,"""83805"","
264,"""156"","
265,"""50490"","
266,"""24772"","
267,"""12273"","
268,"""24232"","
269,"""1909"","
270,"""25591"","
271,"""25026"","
272,"""408"","
273,"""24806"","
274,"""24628"","
275,"""64292"","
276,"""24514"","
277,"""24326"","
278,"""406973"","
279,"""100048912"","
280,"""64384"","
281,"""24247"","
282,"""2166"","
283,"""171369"","
284,"""20393"","
285,"""6337"","
286,"""23871"","
287,"""11910"","
288,"""12259"","
289,"""81638"","
290,"""6721"","
291,"""29693"","
292,"""6351"","
293,"""10371"","
294,"""266759"","
295,"""19091"","
296,"""24239"","
297,"""25385"","
298,"""7498"","
299,"""116510"","
300,"""25631"","
301,"""5008"","
302,"""289023"","
303,"""60628"","
304,"""83731"","
305,"""4256"","
306,"""574501"","
307,"""5997"","
308,"""24693"","
309,"""302668"","
310,"""64680"","
311,"""54251"","
312,"""24782"","
313,"""116677"","
314,"""11082"","
315,"""3816"","
316,"""10859"","
317,"""6338"","
318,"""13850"","
319,"""66021"","
320,"""25361"","
321,"""246250"","
322,"""25238"","
323,"""24629"","
324,"""12168"","
325,"""298947"","
326,"""24715"","
327,"""25245"","
328,"""24790"","
329,"""29221"","
330,"""171104"","
331,"""89808"","
332,"""6317"","
333,"""20312"","
334,"""81739"","
335,"""25682"","
336,"""81809"","
337,"""10333"","
338,"""58812"","
339,"""25584"","
340,"""25051"","
341,"""89829"","
342,"""112405"","
343,"""7293"","
344,"""5696"","
345,"""81737"","
346,"""81762"","
347,"""114856"","
348,"""57302"","
349,"""25083"","
350,"""83629"","
351,"""19735"","
352,"""54286"","
353,"""6340"","
354,"""29271"","
355,"""25635"","
356,"""297508"","
357,"""187"","
358,"""303413"","
359,"""79129"","
360,"""25672"","
361,"""81509"","
362,"""170496"","
363,"""23576"","
364,"""29180"","
365,"""56083"","
366,"""83504"","
367,"""300438"","
368,"""6013"","
369,"""29517"","
370,"""65052"","
371,"""24250"","
372,"""65030"","
373,"""22846"","
374,"""7434"","
375,"""25153"","
376,"""170897"","
377,"""24816"","
378,"""5737"","
379,"""29215"","
380,"""26397"","
381,"""25108"","
382,"""60447"","
383,"""60395"","
384,"""65206"","
385,"""24167"","
386,"""362675"","
387,"""140914"","
388,"""19220"","
389,"""29347"","
390,"""24590"","
391,"""361945"","
392,"""27433"","
393,"""103213"","
394,"""113959"","
395,"""29624"","
396,"""19214"","
397,"""29440"","
398,"""83476"","
399,"""302526"","
400,"""25029"","
401,"""25637"","
402,"""101613"","
403,"""114897"","
404,"""8620"","
405,"""25048"","
406,"""84007"","
407,"""8942"","
408,"""25652"","
409,"""171389"","
410,"""171390"","
411,"""50567"","
412,"""292661"","
413,"""301291"","
414,"""266689"","
415,"""293130"","
416,"""286905"","
417,"""399508"","
418,"""192345"","
