1,"""7157"","
2,"""7124"","
3,"""3569"","
4,"""4524"","
5,"""7040"","
6,"""1636"","
7,"""3586"","
8,"""3123"","
9,"""4318"","
10,"""4790"","
11,"""207"","
12,"""1401"","
13,"""3553"","
14,"""4846"","
15,"""7099"","
16,"""3106"","
17,"""3458"","
18,"""4879"","
19,"""7097"","
20,"""3605"","
21,"""1493"","
22,"""3119"","
23,"""355"","
24,"""3383"","
25,"""3162"","
26,"""3146"","
27,"""3135"","
28,"""1432"","
29,"""50943"","
30,"""3565"","
31,"""4153"","
32,"""185"","
33,"""4312"","
34,"""3557"","
35,"""3075"","
36,"""5747"","
37,"""4282"","
38,"""2152"","
39,"""3117"","
40,"""114548"","
41,"""26191"","
42,"""682"","
43,"""3596"","
44,"""7291"","
45,"""4210"","
46,"""3559"","
47,"""7412"","
48,"""2212"","
49,"""10673"","
50,"""5806"","
51,"""6280"","
52,"""2214"","
53,"""6198"","
54,"""2547"","
55,"""26291"","
56,"""100133941"","
57,"""6376"","
58,"""3439"","
59,"""1604"","
60,"""3663"","
61,"""6775"","
62,"""308"","
63,"""966"","
64,"""1910"","
65,"""11168"","
66,"""3554"","
67,"""1843"","
68,"""7100"","
69,"""2215"","
70,"""1909"","
71,"""8741"","
72,"""112744"","
73,"""3662"","
74,"""7297"","
75,"""6741"","
76,"""3184"","
77,"""6737"","
78,"""3741"","
79,"""10911"","
80,"""10747"","
81,"""2220"","
82,"""406893"","
83,"""6097"","
84,"""871"","
85,"""3601"","
86,"""3078"","
87,"""50604"","
88,"""3752"","
89,"""7079"","
90,"""6738"","
91,"""3822"","
92,"""7375"","
93,"""30819"","
94,"""6084"","
95,"""100302167"","
96,"""100302122"","
97,"""31716160"","
98,"""29816700"","
99,"""29348941"","
100,"""23022775"","
